"country","disease","recommendation","source_url"
"Saudi Arabia","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/saudi-arabia"
"Saudi Arabia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/saudi-arabia"
"Senegal","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Chikungunya","All travelers should take steps to prevent mosquito bites. Chikungunya vaccination is generally not recommended. Travelers who wish to consider vaccination can visit “What to consider before traveling” on the chikungunya vaccines page to learn more.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Senegal. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Senegal.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Malaria","CDC recommends that travelers going to Senegal take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Meningococcal disease","Recommended for travelers 2 months old or older traveling to areas of Senegal that are part of the meningitis belt during the dry season (roughly December to June).","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Polio","In Senegal, poliovirus has been identified in the past year. Travelers to Senegal are at increased risk of exposure to poliovirus. Vaccine recommendations: Adults traveling to Senegal who received a complete polio vaccination series as children may receive a single lifetime booster dose of inactivated polio vaccine; travelers who are unvaccinated or not fully vaccinated should receive a complete polio vaccination series before travel. Children who are not fully vaccinated will be considered for an accelerated vaccination schedule.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Rabies","Dogs infected with rabies are commonly found in Senegal. If rabies exposures occur while in Senegal, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Senegal","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/senegal"
"Serbia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Serbia. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Serbia.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Rabies","Dogs infected with rabies are not commonly found in Serbia. Rabies is present in some terrestrial wildlife species. If rabies exposures occur while in Serbia, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Tick-borne Encephalitis","For travelers moving or traveling to TBE-endemic areas TBE vaccine is recommended for persons who will have extensive exposure to ticks based on their planned outdoor activities and itinerary. TBE vaccine may be considered for persons who might engage in outdoor activities in areas ticks are likely to be found.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Serbia","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Vaccine is not required. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/serbia"
"Seychelles","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Chikungunya","There is an outbreak of chikungunya in Seychelles. Chikungunya vaccination is recommended for people traveling to an area with a chikungunya outbreak.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Seychelles. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Seychelles.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Rabies","Dogs infected with rabies are not commonly found in Seychelles. If rabies exposures occur while in Seychelles, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Seychelles","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/seychelles"
"Sierra Leone","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Sierra Leone. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Sierra Leone.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Malaria","CDC recommends that travelers going to Sierra Leone take prescription medicine to prevent malaria. Depending on the medicine you take, you will need to start taking this medicine multiple days before your trip, as well as during and after your trip. Talk to your doctor about which malaria medication you should take. Transmission areas All Drug resistance1 Chloroquine Species P. falciparum (primarily) P. malariae, P. ovale, and P. vivax (less commonly) Recommended chemoprophylaxis Atovaquone-proguanil, doxycycline, mefloquine, tafenoquine2 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Monkeypox","In some endemic areas, such as Sierra Leone, there may be different populations at risk for clade II monkeypox than in the U.S. from the ongoing global outbreak. Monkeypox vaccination is recommended for people who anticipate the following sexual activities during travel to countries with ongoing person-to-person transmission of clade II monkeypox: Sex with a new partner Sex at a commercial sex venue (e.g., sex club or bathhouse) Sex or intimate contact (e.g. massage) in exchange for money, goods, drugs, or other trade Sex in association with a large public event (e.g., rave, party, or festival) Get your first monkeypox vaccine at least 6 weeks before traveling if possible. After completing your first and second vaccine doses, which are given 4 weeks apart, it takes about 2 more weeks to get the best protection against monkeypox. Whether or not you've been vaccinated, continue to reduce your risk of getting monkeypox.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Rabies","Dogs infected with rabies are commonly found in Sierra Leone. If rabies exposures occur while in Sierra Leone, rabies vaccines may only be available in larger suburban/urban medical facilities. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Sierra Leone","Yellow Fever","CDC recommendations: Vaccine is recommended for all travelers ≥9 months old. Country entry requirements: Vaccine is required for all travelers. Updated April 23, 2025","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sierra-leone"
"Singapore","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Singapore. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Singapore. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Singapore.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Rabies","Dogs infected with rabies are not commonly found in Singapore. If rabies exposures occur while in Singapore, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Singapore","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥1 year old; this includes >12-hour airport transits or layovers in countries with risk for YF virus transmission.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/singapore"
"Sint Eustatius","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Sint Eustatius. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Sint Eustatius.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Rabies","Dogs infected with rabies are not commonly found in Sint Eustatius. If rabies exposures occur while in Sint Eustatius, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Eustatius","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥6 months old.*,3 *YF vaccine is recommended for people aged ≥9 months. Ages 6–8 months is a precaution (relative contraindication) to receiving YF vaccine (see Yellow Fever chapter). Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-eustatius"
"Sint Maarten","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Sint Maarten. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Hepatitis B","Recommended for unvaccinated travelers of all ages traveling to Sint Maarten.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Rabies","Dogs infected with rabies are not commonly found in Sint Maarten. If rabies exposures occur while in Sint Maarten, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Typhoid","Recommended for most travelers, especially those staying with friends or relatives or visiting smaller cities or rural areas.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Sint Maarten","Yellow Fever","CDC recommendations: Vaccine is not recommended. Country entry requirements: Direct travel from United States: Vaccine is not required. Travel from countries with risk for YF virus transmission: Vaccine is required for travelers ≥9 months old.3 Updated April 23, 2025 See footnotes","https://wwwnc.cdc.gov/travel/destinations/traveler/none/sint-maarten"
"Slovakia","Chickenpox (Varicella)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Diphtheria-Tetanus-Pertussis (DTaP, Tdap, or Td)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Flu (influenza)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Measles-Mumps-Rubella (MMR)","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Polio","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Shingles","Routine Vaccine","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","COVID-19","All eligible travelers should be up to date with their COVID-19 vaccines. Please see Your COVID-19 Vaccination for more information.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Hepatitis A","Recommended for unvaccinated travelers one year old or older going to Slovakia. Infants 6 to 11 months old should also be vaccinated against Hepatitis A. The dose does not count toward the routine 2-dose series. Travelers allergic to a vaccine component should receive a single dose of immune globulin, which provides effective protection for up to 2 months depending on dosage given. Unvaccinated travelers who are over 40 years old, are immunocompromised, or have chronic medical conditions planning to depart to a risk area in less than 2 weeks should get the initial dose of vaccine and at the same appointment receive immune globulin.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Hepatitis B","Recommended for unvaccinated travelers younger than 60 years old traveling to Slovakia. Unvaccinated travelers 60 years and older may get vaccinated before traveling to Slovakia.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Measles","Cases of measles are on the rise worldwide. Travelers are at risk of measles if they have not been fully vaccinated at least two weeks prior to departure, or have not had measles in the past, and travel internationally to areas where measles is spreading. All international travelers should be fully vaccinated against measles with the measles-mumps-rubella (MMR) vaccine, including an early dose for infants 6–11 months, according to CDC’s measles vaccination recommendations for international travel.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Rabies","Dogs infected with rabies are not commonly found in Slovakia. Rabies is present in some terrestrial wildlife species. If rabies exposures occur while in Slovakia, rabies vaccines are typically available throughout most of the country. Rabies pre-exposure vaccination considerations include whether travelers 1) will be performing occupational or recreational activities that increase risk for exposure to potentially rabid animals and 2) might have difficulty getting prompt access to safe post-exposure prophylaxis. Please consult with a healthcare provider to determine whether you should receive pre-exposure vaccination before travel. For more information, see country rabies status assessments.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
"Slovakia","Tick-borne Encephalitis","For travelers moving or traveling to TBE-endemic areas TBE vaccine is recommended for persons who will have extensive exposure to ticks based on their planned outdoor activities and itinerary. TBE vaccine may be considered for persons who might engage in outdoor activities in areas ticks are likely to be found.","https://wwwnc.cdc.gov/travel/destinations/traveler/none/slovakia"
